Overall_Qual,Year_Built,Year_Remod_Add,Mas_Vnr_Area,Exter_Qual,Bsmt_Qual,BsmtFin_SF_1,Total_Bsmt_SF,Heating_QC,first_Flr_SF,Gr_Liv_Area,Full_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,SalePrice
6,1968,1968,216.0,TA,Fa,0.0,1392.0,Gd,1392,1392,1,TA,5,2,TA,1968.0,RFn,2,576.0,110000
4,1920,2007,0.0,TA,TA,0.0,715.0,Gd,1281,1738,2,TA,7,1,Gd,1920.0,Unf,1,368.0,104900
5,1956,1956,164.0,Gd,TA,856.0,1169.0,TA,1144,1144,1,TA,6,0,Unknown,1956.0,RFn,1,286.0,150000
6,1957,1957,0.0,TA,TA,189.0,1478.0,Gd,1478,1478,1,TA,6,2,Gd,1957.0,RFn,2,442.0,156500
7,1960,1960,128.0,TA,TA,544.0,1329.0,Gd,1329,1329,1,TA,5,2,Gd,1960.0,Unf,2,441.0,176000
6,1959,1998,0.0,Gd,TA,708.0,988.0,TA,988,988,2,Gd,6,0,Unknown,1959.0,Unf,1,297.0,149500
6,1958,1988,183.0,TA,TA,620.0,1240.0,Gd,1632,1632,2,TA,6,1,Gd,1958.0,RFn,1,338.0,139000
6,1958,1998,176.0,TA,TA,585.0,1215.0,TA,1215,1215,1,TA,6,0,Unknown,1958.0,Unf,1,297.0,155000
5,1956,1956,0.0,TA,TA,435.0,1202.0,TA,1202,1202,1,TA,6,0,Unknown,1956.0,RFn,1,304.0,120000
5,1955,1955,0.0,TA,TA,172.0,1382.0,Gd,1382,1382,1,Gd,6,0,Unknown,1955.0,Unf,1,350.0,153000
4,1956,1956,0.0,TA,TA,155.0,1200.0,TA,1200,1200,1,TA,6,2,Gd,1956.0,Unf,1,294.0,144000
6,1962,1962,399.0,TA,TA,672.0,1362.0,TA,1382,1382,1,TA,6,1,TA,1991.0,Unf,2,884.0,176000
5,1954,1990,650.0,TA,TA,1213.0,1297.0,Gd,1297,1297,1,TA,5,1,TA,1954.0,Fin,2,498.0,153000
5,1958,1958,657.0,TA,TA,0.0,1866.0,Ex,1866,1866,2,TA,8,0,Unknown,1958.0,Unf,2,495.0,135000
6,1954,1954,80.0,TA,TA,490.0,1062.0,Gd,1062,1062,1,TA,6,0,Unknown,1954.0,Unf,1,297.0,131000
5,1953,1953,0.0,TA,TA,428.0,608.0,TA,1319,1319,1,TA,5,0,Unknown,1953.0,Unf,1,270.0,123000
5,1951,1951,0.0,TA,TA,308.0,631.0,TA,1112,1112,1,TA,5,0,Unknown,1951.0,Unf,2,480.0,126000
4,1955,1955,0.0,TA,TA,0.0,1005.0,TA,1005,1005,1,Fa,5,1,TA,1977.0,Unf,2,672.0,115000
5,1951,2000,70.0,Gd,TA,650.0,1008.0,Ex,1363,1363,1,TA,6,2,TA,1951.0,Unf,1,288.0,164900
5,1945,1950,0.0,TA,TA,700.0,793.0,TA,793,793,1,Fa,4,0,Unknown,1945.0,Unf,1,240.0,113000
5,1952,2005,0.0,Gd,TA,931.0,1031.0,Gd,1031,1031,1,Gd,5,0,Unknown,1952.0,Unf,1,230.0,145500
5,1953,1953,140.0,TA,Unknown,0.0,0.0,TA,1210,1210,1,TA,7,0,Unknown,1953.0,Fin,1,616.0,102900
3,1900,1970,0.0,TA,Fa,440.0,978.0,TA,1014,1699,2,TA,7,0,Unknown,1920.0,Unf,2,420.0,95000
7,1948,1999,0.0,TA,TA,699.0,699.0,Ex,801,1527,1,TA,6,1,Gd,1948.0,Unf,2,410.0,152500
5,1950,1950,0.0,TA,TA,390.0,1200.0,TA,1200,1200,1,TA,6,0,Unknown,1950.0,Fin,1,246.0,129900
6,1948,2002,0.0,TA,TA,680.0,972.0,Ex,972,972,1,TA,5,1,Gd,1948.0,Unf,1,240.0,132000
3,1958,1958,0.0,TA,TA,0.0,792.0,Gd,792,792,1,TA,4,0,Unknown,1958.0,Unf,1,366.0,99900
5,1916,1987,0.0,TA,Fa,0.0,660.0,Ex,808,1656,2,TA,8,0,Unknown,1916.0,Unf,1,180.0,135000
5,1939,2006,0.0,TA,TA,0.0,676.0,Ex,676,1352,2,Gd,7,0,Unknown,1939.0,Unf,2,720.0,149000
4,1900,2003,0.0,Gd,Fa,0.0,405.0,Gd,717,1039,1,TA,6,0,Unknown,1940.0,Unf,1,281.0,114000
5,1924,2006,0.0,Gd,TA,0.0,768.0,Ex,792,792,1,Gd,5,0,Unknown,1924.0,Unf,1,240.0,109500
5,1925,1950,0.0,TA,TA,0.0,1054.0,Ex,1078,1078,1,Ex,6,0,Unknown,1987.0,Unf,1,264.0,125000
4,1915,1950,0.0,TA,TA,0.0,1313.0,TA,1313,2377,2,Gd,8,1,TA,1954.0,Unf,2,528.0,142900
7,1910,2008,0.0,Gd,TA,0.0,560.0,Ex,930,1690,2,Gd,5,0,Unknown,2008.0,Unf,2,624.0,156500
2,1940,1950,0.0,Fa,Fa,0.0,416.0,Gd,599,599,1,Gd,4,0,Unknown,1978.1324431613136,Unknown,0,0.0,59000
4,1920,1950,0.0,Fa,TA,315.0,840.0,Ex,840,1374,1,TA,6,0,Unknown,1967.0,Fin,1,338.0,105000
5,1920,1950,0.0,TA,TA,0.0,720.0,TA,846,846,1,Gd,4,0,Unknown,1980.0,Fin,2,576.0,106000
3,1890,1998,0.0,TA,TA,0.0,630.0,TA,725,725,1,TA,4,0,Unknown,1959.0,Unf,1,320.0,78500
6,1969,1969,480.0,TA,TA,0.0,1248.0,TA,1248,2544,2,TA,12,0,Unknown,1969.0,RFn,3,907.0,190000
6,1963,1963,295.0,TA,TA,384.0,1380.0,Fa,1380,1380,1,TA,6,0,Unknown,1963.0,Unf,1,364.0,154000
6,1967,1967,0.0,Fa,TA,872.0,1040.0,Gd,1040,1040,1,TA,6,1,Po,1967.0,RFn,2,480.0,163000
5,1969,1969,368.0,TA,TA,500.0,1248.0,TA,1338,2634,2,TA,12,0,Unknown,1969.0,Unf,4,968.0,200000
6,1958,2007,0.0,Gd,TA,745.0,951.0,Gd,951,951,1,Gd,6,0,Unknown,1985.0,Unf,2,480.0,143500
6,1957,1957,143.0,TA,TA,546.0,1105.0,Gd,1105,1105,1,TA,5,0,Unknown,1957.0,Unf,1,308.0,135000
5,1957,2000,0.0,TA,TA,860.0,992.0,TA,1306,1306,1,TA,5,0,Unknown,1968.0,Unf,1,756.0,153000
6,1960,1960,30.0,TA,TA,1270.0,1478.0,Ex,1478,1478,2,TA,6,2,Gd,1960.0,Unf,2,498.0,157500
6,1958,1958,82.0,TA,Gd,0.0,160.0,Fa,1142,1142,1,TA,5,1,Gd,1958.0,RFn,1,384.0,113500
5,1949,1950,0.0,Gd,TA,375.0,832.0,Gd,1036,1268,1,TA,6,1,Gd,1949.0,Unf,1,288.0,133000
3,1950,1950,0.0,TA,Unknown,0.0,0.0,Fa,1040,1040,2,TA,6,0,Unknown,1987.0,Unf,2,400.0,92900
6,1950,1950,0.0,TA,TA,621.0,795.0,Gd,765,1133,1,TA,5,0,Unknown,1989.0,Unf,2,900.0,128500
4,1949,1950,0.0,TA,Unknown,0.0,0.0,Fa,1040,1040,2,TA,6,0,Unknown,1956.0,Unf,2,420.0,90000
5,1950,1982,0.0,TA,TA,180.0,1208.0,Gd,1136,1904,1,TA,7,0,Unknown,1950.0,Unf,1,240.0,138000
5,1958,1958,0.0,TA,TA,0.0,1041.0,Gd,1041,1041,1,TA,6,0,Unknown,1958.0,RFn,1,294.0,128000
5,1958,1965,0.0,TA,TA,504.0,1029.0,TA,1339,1339,1,TA,6,0,Unknown,1958.0,Unf,1,294.0,139000
5,1952,1952,0.0,TA,TA,630.0,732.0,TA,732,732,1,TA,4,0,Unknown,1952.0,Unf,1,240.0,118900
5,1959,1959,0.0,TA,Gd,433.0,528.0,TA,1183,1183,1,TA,6,0,Unknown,1959.0,RFn,1,288.0,138000
5,1959,1959,0.0,TA,TA,1148.0,1148.0,TA,1148,1148,1,TA,6,0,Unknown,1959.0,Unf,1,672.0,132500
4,1949,1996,0.0,TA,TA,0.0,832.0,TA,832,1461,2,TA,6,0,Unknown,1949.0,Unf,1,384.0,133500
6,1948,1994,0.0,TA,TA,120.0,864.0,TA,1064,1495,1,TA,6,0,Unknown,1994.0,Unf,2,576.0,135000
6,1964,1964,420.0,TA,TA,0.0,780.0,TA,993,1806,1,TA,8,0,Unknown,1964.0,Unf,2,483.0,144750
5,1978,1978,124.0,TA,Gd,941.0,941.0,Gd,941,941,1,Gd,4,0,Unknown,1978.0,Unf,2,564.0,145000
6,1963,1963,0.0,TA,TA,826.0,1045.0,TA,1045,1045,1,TA,6,1,Fa,1963.0,RFn,1,264.0,127000
5,1962,1962,0.0,TA,TA,0.0,894.0,Gd,894,894,1,TA,5,0,Unknown,1962.0,Unf,1,308.0,109500
6,1926,2004,0.0,TA,TA,468.0,818.0,TA,818,1224,1,TA,5,0,Unknown,1926.0,Unf,1,210.0,115000
5,1910,1981,0.0,TA,TA,0.0,440.0,Gd,682,1230,1,TA,5,0,Unknown,1966.0,Unf,2,440.0,110000
6,1935,1998,0.0,TA,TA,0.0,901.0,Gd,861,1378,1,Gd,6,0,Unknown,1920.0,Unf,1,162.0,128900
6,1910,1950,0.0,TA,TA,633.0,972.0,Gd,972,1944,2,TA,12,0,Unknown,1920.0,Unf,2,324.0,103500
5,1941,1950,0.0,TA,TA,0.0,676.0,Ex,676,1131,1,TA,5,0,Unknown,1941.0,Unf,1,200.0,66500
5,1910,2003,0.0,TA,TA,0.0,240.0,TA,810,1306,1,Gd,6,0,Unknown,1959.0,Unf,2,472.0,130000
5,1910,2002,0.0,Gd,TA,0.0,504.0,Ex,764,1464,2,TA,7,0,Unknown,1978.1324431613136,Unknown,0,0.0,129000
5,1939,1950,0.0,TA,TA,421.0,690.0,TA,868,1558,1,TA,7,1,Gd,1939.0,Unf,2,400.0,150000
5,1892,1965,0.0,TA,TA,0.0,994.0,TA,1378,2372,2,TA,11,0,Unknown,1985.0,RFn,1,432.0,107500
4,1920,1950,0.0,Fa,Fa,0.0,600.0,Gd,1101,1701,2,Fa,8,0,Unknown,1978.1324431613136,Unknown,0,0.0,94550
5,1952,1952,360.0,TA,TA,0.0,960.0,Gd,960,1960,2,TA,10,0,Unknown,1952.0,Unf,2,400.0,124500
7,1946,1992,0.0,TA,TA,0.0,651.0,Gd,707,1389,1,TA,6,2,Gd,1947.0,Unf,1,240.0,135000
5,1910,1950,0.0,TA,Fa,0.0,801.0,Gd,801,1447,1,TA,6,0,Unknown,1978.1324431613136,Unknown,0,0.0,103000
4,1953,1953,0.0,Fa,Fa,0.0,936.0,TA,936,936,1,TA,4,0,Unknown,1974.0,Unf,2,576.0,93000
5,1950,1970,0.0,TA,TA,384.0,768.0,TA,768,1328,1,TA,6,0,Unknown,1950.0,Unf,1,308.0,129500
5,1954,1954,0.0,TA,TA,0.0,811.0,TA,811,1387,2,Gd,7,0,Unknown,1954.0,Unf,1,256.0,93000
4,1920,1950,0.0,TA,Fa,0.0,861.0,TA,861,861,1,TA,5,0,Unknown,1920.0,Unf,2,288.0,80000
2,1940,1950,0.0,TA,Unknown,0.0,0.0,Fa,612,612,1,TA,4,0,Unknown,1965.0,Unf,1,308.0,45000
3,1910,1950,0.0,TA,TA,0.0,600.0,Fa,600,968,1,TA,6,0,Unknown,1978.1324431613136,Unknown,0,0.0,37900
5,1938,1996,0.0,TA,Fa,0.0,190.0,Gd,886,886,1,TA,4,0,Unknown,1938.0,Unf,1,273.0,91300
5,1923,1950,0.0,Gd,Fa,0.0,624.0,TA,792,792,1,TA,5,0,Unknown,1963.0,Unf,1,287.0,99500
4,1920,2008,0.0,TA,TA,0.0,736.0,Gd,736,1452,2,TA,8,0,Unknown,1978.1324431613136,Unknown,0,0.0,113000
4,1910,1950,0.0,Gd,Fa,0.0,677.0,TA,833,1510,2,Gd,7,0,Unknown,1974.0,Unf,2,720.0,87500
5,1947,1950,0.0,TA,TA,312.0,720.0,TA,720,1284,1,TA,5,0,Unknown,1948.0,Unf,1,240.0,110000
5,1898,1965,0.0,TA,TA,0.0,849.0,TA,1075,2138,2,TA,11,0,Unknown,1910.0,Unf,2,360.0,106000
7,1880,2003,0.0,Gd,TA,0.0,1240.0,TA,1320,2640,1,Gd,8,1,Gd,1950.0,Unf,4,864.0,265979
6,1900,1950,0.0,TA,Fa,0.0,917.0,Gd,1090,2007,2,Ex,8,0,Unknown,1930.0,Unf,1,357.0,160000
6,1917,2007,0.0,TA,TA,0.0,624.0,Ex,664,1288,1,Ex,5,1,Gd,1917.0,Unf,1,280.0,119000
8,1882,1986,0.0,Gd,TA,216.0,916.0,Gd,916,1742,1,Gd,8,1,Gd,1925.0,Unf,2,424.0,168000
4,1910,1950,0.0,TA,TA,0.0,624.0,Ex,816,816,1,TA,5,1,Gd,1978.1324431613136,Unknown,0,0.0,58500
7,1920,1988,0.0,TA,TA,624.0,650.0,Ex,832,1482,1,TA,7,0,Unknown,1930.0,Unf,2,324.0,143000
5,1910,2006,0.0,TA,TA,247.0,1022.0,TA,1022,1022,1,TA,4,0,Unknown,1956.0,Unf,1,280.0,85000
5,1890,1996,0.0,TA,TA,1088.0,1088.0,TA,1188,1869,1,TA,7,0,Unknown,1963.0,Unf,2,456.0,124900
6,1920,1950,0.0,Fa,TA,0.0,972.0,Ex,1044,1480,1,TA,6,0,Unknown,1920.0,Unf,1,207.0,119000
6,1910,2002,0.0,TA,TA,0.0,741.0,Ex,780,1521,1,Gd,8,0,Unknown,1950.0,Unf,3,640.0,146500
4,1920,1950,0.0,TA,TA,495.0,720.0,TA,720,720,1,TA,4,0,Unknown,1978.1324431613136,Unknown,0,0.0,34900
3,1900,1950,0.0,TA,Fa,0.0,245.0,TA,797,797,1,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,44000
5,1923,2004,0.0,TA,TA,1309.0,1324.0,Ex,1072,1576,1,Gd,6,1,TA,1923.0,RFn,2,528.0,223500
6,1923,1950,0.0,TA,TA,0.0,1022.0,TA,1432,1432,1,Gd,6,1,Gd,1923.0,Unf,1,216.0,149000
7,1925,2007,0.0,Gd,TA,0.0,952.0,Gd,952,1548,2,Ex,5,0,Unknown,1978.0,Unf,2,672.0,205000
5,1930,1982,0.0,TA,TA,0.0,297.0,Ex,1001,1654,2,TA,7,1,Gd,1955.0,Unf,1,336.0,137000
6,1916,1950,0.0,TA,TA,0.0,952.0,Fa,952,952,1,Fa,4,1,Gd,1916.0,Unf,1,192.0,121000
4,1936,1950,0.0,TA,TA,672.0,672.0,TA,757,1324,1,TA,6,0,Unknown,1936.0,Unf,1,240.0,128000
6,1937,2000,0.0,Gd,TA,0.0,698.0,TA,786,1176,1,TA,4,0,Unknown,1999.0,Unf,2,624.0,134900
5,1925,1997,0.0,TA,TA,0.0,884.0,Ex,884,1348,1,TA,5,1,Fa,1960.0,Unf,1,216.0,117000
6,1939,1950,0.0,TA,TA,0.0,780.0,Ex,825,1412,1,TA,6,1,Gd,1939.0,Unf,1,280.0,132500
5,1924,1950,444.0,TA,TA,220.0,468.0,Gd,822,1142,1,TA,6,0,Unknown,1924.0,Fin,1,320.0,93000
6,1926,2004,0.0,Gd,TA,0.0,884.0,Gd,904,904,1,TA,4,0,Unknown,1926.0,Unf,1,180.0,119000
5,1924,1950,0.0,TA,TA,405.0,1145.0,TA,1301,1301,1,Fa,5,0,Unknown,1965.0,Unf,2,440.0,100000
5,1936,1950,0.0,TA,TA,0.0,927.0,TA,1067,1539,1,TA,5,0,Unknown,1995.0,Unf,2,576.0,141500
4,1935,1995,0.0,TA,TA,0.0,884.0,Ex,989,1573,1,Gd,6,0,Unknown,1935.0,Unf,1,240.0,133000
2,1936,1950,0.0,Fa,TA,0.0,264.0,Fa,800,800,1,Fa,4,1,Po,1978.1324431613136,Unknown,0,0.0,60000
5,1931,1993,0.0,TA,TA,209.0,715.0,TA,875,875,1,TA,5,0,Unknown,1931.0,Unf,1,180.0,105000
5,1925,1999,0.0,TA,TA,0.0,960.0,Gd,995,995,1,TA,5,0,Unknown,1926.0,Unf,1,264.0,115000
5,1938,1950,0.0,TA,TA,273.0,952.0,TA,994,1582,2,TA,6,1,Gd,1938.0,Unf,1,250.0,150000
5,1925,1950,0.0,TA,TA,134.0,1072.0,TA,1072,1072,1,TA,5,0,Unknown,1982.0,Unf,5,1184.0,126500
6,1916,1994,0.0,TA,TA,0.0,844.0,Gd,1445,2134,2,Gd,10,0,Unknown,1930.0,Unf,2,441.0,214500
7,1910,1993,0.0,TA,Gd,0.0,728.0,TA,1136,2019,1,Gd,8,0,Unknown,1997.0,Unf,2,532.0,167500
6,1915,1950,0.0,TA,TA,0.0,1048.0,Gd,1048,1768,2,TA,8,0,Unknown,1930.0,Unf,2,576.0,155000
7,1915,2005,0.0,Gd,TA,299.0,910.0,Ex,916,1826,1,Ex,7,1,Gd,1915.0,Unf,1,164.0,155000
7,1915,1994,0.0,TA,TA,0.0,672.0,Fa,1272,1944,2,TA,8,0,Unknown,1915.0,Unf,1,216.0,179900
6,1912,1950,0.0,TA,TA,0.0,755.0,Ex,929,2229,1,TA,8,0,Unknown,1978.1324431613136,Unknown,0,0.0,104000
5,1922,1950,0.0,TA,TA,0.0,1040.0,TA,1088,2128,2,TA,11,0,Unknown,1978.1324431613136,Unknown,0,0.0,62500
6,1927,1950,0.0,TA,TA,522.0,720.0,Fa,1146,1930,2,TA,8,0,Unknown,1927.0,Unf,1,316.0,149000
4,1925,1950,0.0,TA,TA,152.0,780.0,TA,848,1208,1,TA,5,0,Unknown,1962.0,Unf,2,539.0,103000
6,1915,2002,0.0,TA,TA,0.0,483.0,Ex,741,1427,1,Gd,7,0,Unknown,1915.0,Unf,1,379.0,123000
7,1902,2000,188.0,TA,TA,169.0,1020.0,TA,978,1864,2,TA,9,0,Unknown,1978.1324431613136,Unknown,0,0.0,97500
6,1927,1950,0.0,TA,TA,0.0,1204.0,TA,1204,1666,1,TA,4,0,Unknown,1927.0,Unf,1,384.0,135000
4,1923,1950,0.0,TA,Gd,749.0,858.0,TA,892,892,1,Gd,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,70000
6,1915,1965,0.0,TA,TA,276.0,698.0,Ex,754,1403,1,TA,7,0,Unknown,1915.0,Unf,1,308.0,116000
4,1946,2001,0.0,TA,Fa,0.0,560.0,Ex,704,704,1,Fa,4,0,Unknown,1946.0,Unf,1,220.0,88750
5,1987,1988,0.0,TA,Gd,1200.0,1200.0,TA,1200,1200,3,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,179000
5,1987,1988,0.0,TA,Gd,1200.0,1200.0,TA,1200,1200,3,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,179000
5,1978,1978,0.0,TA,Gd,1152.0,1152.0,TA,1152,1152,2,TA,6,0,Unknown,1960.0,Unf,1,252.0,159900
1,1922,1950,0.0,Fa,Fa,350.0,683.0,Gd,904,904,0,Fa,4,0,Unknown,1978.1324431613136,Unknown,0,0.0,61000
6,1925,1950,0.0,TA,TA,551.0,672.0,TA,697,1369,2,TA,6,0,Unknown,1930.0,Unf,1,300.0,103600
5,1934,1950,0.0,TA,TA,0.0,585.0,TA,687,1112,2,TA,6,0,Unknown,1934.0,Unf,1,226.0,63000
5,1963,1999,0.0,TA,Gd,444.0,520.0,Ex,1464,1464,2,TA,6,1,TA,1997.0,RFn,2,480.0,175000
5,1963,1963,0.0,TA,TA,651.0,1121.0,TA,1121,1121,1,TA,5,0,Unknown,1963.0,Unf,2,480.0,139000
6,1978,1978,92.0,TA,TA,226.0,918.0,Gd,918,1683,2,TA,7,1,TA,1978.0,RFn,2,440.0,172500
5,1967,1967,172.0,TA,TA,527.0,1052.0,TA,1052,1052,1,TA,6,1,Po,1984.0,Fin,1,668.0,113500
5,1967,2004,89.0,TA,TA,450.0,864.0,Ex,899,899,1,Gd,5,0,Unknown,1967.0,Fin,1,288.0,130000
6,1978,1978,23.0,TA,Gd,456.0,456.0,TA,1034,1034,1,TA,5,1,Fa,1978.0,Fin,2,504.0,149900
5,1982,1982,0.0,TA,Gd,685.0,858.0,TA,858,858,1,TA,5,0,Unknown,1983.0,Unf,2,576.0,134900
5,1982,1982,0.0,TA,TA,672.0,840.0,TA,860,860,1,TA,4,0,Unknown,1996.0,Unf,2,528.0,137000
5,1962,1962,116.0,TA,TA,170.0,1092.0,TA,1092,1092,1,TA,6,1,Po,1962.0,Unf,1,288.0,139000
5,1961,1961,0.0,TA,TA,0.0,552.0,TA,904,1774,2,TA,8,1,TA,1961.0,Unf,1,384.0,165000
6,1960,1960,54.0,TA,TA,588.0,1138.0,Ex,1138,1138,1,TA,6,1,TA,1960.0,RFn,2,480.0,148000
5,1956,1956,366.0,TA,TA,0.0,825.0,Ex,2071,2071,1,TA,9,1,TA,1956.0,Unf,1,336.0,165000
2,1947,1950,0.0,TA,Unknown,0.0,0.0,Fa,660,660,1,Fa,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,63900
4,1957,1989,0.0,TA,TA,0.0,1104.0,Ex,1104,1788,1,TA,8,2,TA,1957.0,Unf,1,304.0,161500
5,1968,2003,0.0,TA,TA,1324.0,1437.0,Ex,1473,1473,1,Ex,5,2,Gd,1968.0,Unf,1,452.0,143000
4,1956,1956,0.0,TA,TA,1059.0,1134.0,Ex,1229,1229,1,TA,6,0,Unknown,1956.0,RFn,1,284.0,135000
4,1940,1950,0.0,TA,TA,262.0,861.0,Ex,861,861,1,TA,4,0,Unknown,1961.0,Unf,2,539.0,82500
5,1955,1993,0.0,Gd,TA,379.0,1617.0,Ex,1867,1867,1,TA,7,3,Gd,1955.0,Fin,1,303.0,190000
3,1955,1955,0.0,TA,Unknown,0.0,0.0,Ex,1733,1733,2,TA,8,1,Gd,1955.0,Unf,2,452.0,139600
4,1954,1954,0.0,TA,Unknown,0.0,0.0,TA,1383,1383,1,TA,6,0,Unknown,1980.0,Unf,2,498.0,122000
6,1956,1956,0.0,TA,TA,0.0,1436.0,Fa,1689,1689,1,TA,7,1,Gd,1956.0,Unf,2,480.0,127500
5,1956,1956,0.0,TA,TA,257.0,1073.0,TA,1073,1073,1,TA,5,0,Unknown,1956.0,Unf,1,340.0,121500
5,1958,1958,0.0,TA,TA,0.0,1276.0,TA,1276,1276,1,TA,5,0,Unknown,1958.0,Unf,1,350.0,60000
6,1946,1950,0.0,TA,TA,342.0,747.0,Ex,892,1639,1,Gd,6,1,Gd,1946.0,Unf,1,240.0,154400
4,1941,1950,0.0,TA,TA,344.0,672.0,TA,672,672,1,TA,4,0,Unknown,1941.0,Unf,1,234.0,113000
5,1954,1954,0.0,TA,Gd,173.0,1089.0,TA,1089,1089,1,TA,5,1,Gd,1954.0,RFn,1,252.0,125000
4,1957,1957,0.0,TA,Unknown,0.0,0.0,Ex,845,845,1,TA,5,0,Unknown,1957.0,Unf,1,290.0,84000
5,1984,1984,149.0,Gd,Gd,552.0,1049.0,TA,1049,1049,2,Gd,5,0,Unknown,1984.0,Fin,1,266.0,139500
5,1949,2008,0.0,TA,TA,292.0,768.0,Gd,1148,1716,1,TA,8,1,Gd,1949.0,Unf,1,281.0,131000
6,1939,1950,0.0,TA,TA,204.0,560.0,TA,698,1258,1,TA,6,0,Unknown,1939.0,Unf,1,280.0,105000
4,1940,1950,0.0,TA,TA,0.0,755.0,TA,755,1510,1,TA,7,1,Gd,1940.0,Unf,1,296.0,108000
7,1990,1991,0.0,Gd,Gd,460.0,1054.0,Gd,1061,1061,1,Gd,4,0,Unknown,1990.0,Unf,2,462.0,162000
6,1983,1983,100.0,Gd,Gd,70.0,520.0,Gd,1338,1338,1,Gd,5,1,Po,1983.0,Unf,2,576.0,156500
8,1983,2009,0.0,Gd,Gd,1441.0,1496.0,Ex,1496,2132,1,Gd,5,1,Gd,1983.0,Fin,2,612.0,316600
7,1990,1991,234.0,Gd,Gd,485.0,2158.0,Gd,2196,2196,2,Gd,7,1,TA,1990.0,RFn,3,701.0,271900
7,1993,1993,137.0,Gd,Gd,513.0,740.0,Ex,1006,1775,2,Gd,7,1,TA,1993.0,Unf,2,425.0,213000
7,1993,1994,0.0,Gd,Gd,474.0,1079.0,Ex,1079,1879,2,Gd,8,1,TA,1993.0,RFn,2,473.0,239900
8,1995,1995,0.0,Gd,Gd,584.0,1128.0,Ex,1142,2020,2,Gd,8,1,TA,1995.0,RFn,2,466.0,239500
5,1880,2007,0.0,Gd,Unknown,0.0,0.0,Ex,1288,2016,1,TA,7,1,TA,1900.0,Unf,2,576.0,131000
5,1979,1979,0.0,TA,Unknown,0.0,0.0,TA,1535,1535,2,TA,8,0,Unknown,1979.0,Unf,2,410.0,118964
5,1979,1979,275.0,TA,Gd,1086.0,1086.0,TA,1224,1224,0,TA,6,2,TA,1979.0,Unf,2,528.0,153337
5,1979,1979,0.0,TA,Unknown,0.0,0.0,TA,1114,2228,2,TA,8,0,Unknown,1979.0,Unf,2,720.0,147983
5,1979,1979,0.0,TA,Unknown,0.0,0.0,TA,1535,1535,2,TA,8,0,Unknown,1979.0,Unf,2,400.0,118858
5,1979,1979,0.0,TA,Unknown,0.0,0.0,TA,1535,1535,2,TA,8,0,Unknown,1979.0,Unf,2,400.0,118858
5,1979,1979,0.0,TA,Unknown,0.0,0.0,TA,1120,2240,2,TA,12,0,Unknown,1979.0,Unf,2,528.0,142953
5,1979,1979,216.0,TA,Gd,1094.0,1094.0,TA,1229,1229,0,Gd,6,2,TA,1979.0,Unf,2,672.0,148325
5,1979,1979,0.0,TA,Unknown,0.0,0.0,TA,1513,1513,2,TA,8,0,Unknown,1979.0,Unf,2,400.0,113722
7,2000,2000,23.0,TA,Ex,820.0,1168.0,Ex,1168,2787,4,TA,8,2,TA,2000.0,Fin,4,820.0,269500
7,2000,2000,23.0,TA,Ex,820.0,1168.0,Ex,1168,2787,4,TA,8,2,TA,2000.0,Fin,4,820.0,269500
7,2000,2000,23.0,TA,Ex,820.0,1168.0,Ex,1168,2787,4,TA,8,2,TA,2000.0,Fin,4,820.0,269500
9,2009,2009,242.0,Ex,Ex,1021.0,1555.0,Ex,1680,1680,1,Ex,8,1,Gd,2009.0,Fin,3,1138.0,323262
8,2007,2008,336.0,Gd,Ex,1288.0,1705.0,Ex,1718,1718,2,Gd,7,1,Gd,2007.0,RFn,3,826.0,297000
8,2008,2008,270.0,Gd,Ex,0.0,1622.0,Ex,1630,1630,2,Ex,8,1,Gd,2008.0,RFn,3,860.0,295493
9,2008,2008,364.0,Ex,Ex,1104.0,1720.0,Ex,1720,1720,2,Ex,8,1,Gd,2008.0,RFn,3,846.0,332000
8,2008,2008,0.0,Gd,Gd,0.0,1468.0,Ex,1468,1468,2,Gd,6,1,Gd,2008.0,RFn,3,904.0,239900
8,2007,2007,0.0,Gd,Gd,20.0,866.0,Ex,866,1768,2,Gd,7,0,Unknown,2007.0,RFn,2,578.0,212000
8,2007,2008,352.0,Gd,Ex,1359.0,1838.0,Ex,1838,1838,2,Gd,7,2,Gd,2007.0,RFn,2,524.0,272500
9,2007,2007,0.0,Gd,Ex,0.0,1800.0,Ex,1800,1800,2,Ex,7,0,Unknown,2007.0,Fin,2,702.0,239000
7,2006,2006,180.0,Gd,Gd,1334.0,1604.0,Ex,1604,1604,2,Gd,8,1,Gd,2006.0,RFn,2,660.0,220000
7,2007,2007,0.0,Gd,Gd,902.0,1282.0,Ex,1290,1290,2,Gd,6,1,Gd,2007.0,RFn,2,662.0,200000
8,2008,2008,140.0,Gd,Gd,872.0,1254.0,Ex,1254,1254,2,Gd,5,0,Unknown,2008.0,RFn,3,810.0,221800
